video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"kNZbbrK8Tuw","NO GOOD TV - Vol. 8 | RYO NISHIKIDO & JIN AKANISHI","2020-05-09T09:00:10.000Z","UCy5YRlHRDW3y-N5aIzABo9Q","NO GOOD TV",People & Blogs,"20.12.05","Jin Akanishi|Ryo Nishikido|錦戸亮|赤西仁|N/A|ライブ|音楽|アイドル|Idol|Japanese|日本語|暇潰し","749878","23500","353","1563","https://i.ytimg.com/vi/kNZbbrK8Tuw/default.jpg","False","False","［NO GOOD TV - Vol. 8］RYO NISHIKIDO & JIN AKANISHI「N/A」YouTube Channelhttps://www.youtube.com/c/NAOfficialChannel「RYO NISHIKIDO」YouTube Channelhttps://www.youtube.com/c/ryonishikido「JIN AKANISHI」YouTube Channelhttps://www.youtube.com/user/JinAkanishiusaINSTAGRAMRYO NISHIKIDO: https://www.instagram.com/ryonishikido_officialJIN AKANISHI: https://www.instagram.com/jinstagram_officialTWITTERRYO NISHIKIDO: https://www.twitter.com/ryonishikido_jpJIN AKANISHI: https://www.twitter.com/Jin_AkanishiWEBSITERYO NISHIKIDO: https://www.ryonishikido.comJIN AKANISHI: http://www.jinakanishi.com［INFO］info@nomadrecords.jpinfo@gogood.jp#NOGOODTV #RyoJin #NA #RYONISHIKIDO #JINAKANISHI #錦戸亮 #赤西仁"
"fmNUKBkCaNc","【ゲリラタタ】岩ちゃんって、家で何して過ごしているの？【リモートラタタ岩田剛典編】","2020-05-08T08:00:20.000Z","UCV7SmmVbR0g5KwjOFTMEPDw","EXILE NAOTO オネストTV",Entertainment,"20.12.05","LDH|EXILE|三代目JSB|Rat-tat-tat|NAOTO|三代目 J SOUL BROTHERS from EXILE TRIBE|dance|ダンス|ゲリラタタ|Movin’ on|三代目|筋トレ|筋肉|ダイエット|ATSUSHI|E-girls|小林直己","1049609","37433","357","2314","https://i.ytimg.com/vi/fmNUKBkCaNc/default.jpg","False","False","三代目JSBの最年少メンバー岩ちゃんにビデオ通話でゲリラタタ仕掛けます！▽岩田剛典公式Twitter https://twitter.com/T_IWATA_EX_3JSB▽岩田剛典公式Instagramhttps://www.instagram.com/takanori_iwata_official/三代目 J SOUL BROTHERS from EXILE TRIBE / Rat-tat-tat (Music Video)https://youtu.be/rffYRzO-85c―――――――――――――――▼EXILE NAOTO公式Twitterhttps://twitter.com/Naoto_EX_3JSB_▼EXILE NAOTO公式Instagramhttps://www.instagram.com/exile_naoto_/▼STUDIO SEVEN公式Instagramhttps://instagram.com/seven.official＜LDH official contents＞▼LDH TVhttps://www.ldhtv.jpファンクラブ会員限定のアプリで楽しむ動画配信サービス！グループや各個人のオリジナル番組多数配信中！！▼EXILE mobile(EXILE)https://m.ex-m.jp/▼EXILE TRIBE mobile(三代目 J SOUL BROTHERS)https://m.tribe-m.jp/artist/index/21EXILE、三代目 J SOUL BROTHERSの最新NEWS、アーティストブログ、メンバーの活動に密着したPHOTO GALLERYも更新中！＜EXILE info＞EXILE NEW SINGLE『愛のために ～for love, for a child～』NOW ON SALE！＜三代目 J SOUL BROTHERS from EXILE TRIBE info＞3/18（水）NEW ALBUM『RAISE THE FLAG』NOW ON SALE！4/8（水）NEW SINGLE『Movin'on』NOW ON SALE！―――――――――――――――楽曲提供：Production Music by http://www.epidemicsound.com"
"mo6GMV897MA","【飲食店の危機】宮迫博之、2000万円自腹で串カツ田中(後輩)を救う⁉︎","2020-05-08T11:00:23.000Z","UCtubooLn_qgqoWsWS-UWuHw","宮迫ですッ!【宮迫博之】",Entertainment,"20.12.05","宮迫博之|お笑い|宮迫ですっ！|エンターテイメント|芸能|芸人|雨上がり決死隊|YouTube|動画|トーク|初心|感謝|頑張ります","1089978","45576","2461","2334","https://i.ytimg.com/vi/mo6GMV897MA/default.jpg","False","False","チャンネル登録お願いします！ http://www.youtube.com/channel/UCtubooLn_qgqoWsWS-UWuHw?sub_confirmation=1「宮迫ですッ！」チャンネルをご覧いただき、ありがとうございます。芸を通じて、皆さまにまた認めていただけるよう、何でもチャレンジしていきます。また一から頑張っていきますので、応援をよろしくお願いいたします。撮影協力：串カツ田中宮迫のTwitter：https://twitter.com/motohage宮迫のBlog：https://ameblo.jp/miyasako-blog/宮迫のinstagram：https://www.instagram.com/miyasako_hiroyuki【カメラマン兼アシスタント】つつみのTwitter：https://twitter.com/hiroki_tsuttsunつつみのBlog：https://ameblo.jp/61892230/ニシキドアヤトのTwitter：https://twitter.com/art_0214ニシキドアヤトのInstagram：https://instagram.com/ayato_nishikidoお問い合わせは、チャンネル管理人・高橋のTwitter DMにお願いいたします。https://twitter.com/takahashisan69"
"bYi7qCXvsII","遠隔中川家 01","2020-05-08T09:00:15.000Z","UCOg6P-Ne5Hdd5tDtcOHDd-Q","中川家チャンネル",Comedy,"20.12.05","中川家|テレワーク|遠隔|telework|新潟カレー|わなか","567600","18081","167","1109","https://i.ytimg.com/vi/bYi7qCXvsII/default.jpg","False","False","#中川家　＃テレワーク　＃teletalk中川家が遠隔でトークテレワークならぬテレ中川家TeleNakagawake名物 万代そば （【旧店名】 浦浜農園そばコーナー） - 新潟/カレー ...https://tabelog.com/niigata/A1501/A150101/15002517/わなかhttp://takoyaki-wanaka.com/"
"WMcXcYBslmI","【修行】2週間でとにかく成長しろ！成長選手権！","2020-05-08T12:00:12.000Z","UCutJqz56653xV2wwSvut_hQ","東海オンエア",Comedy,"20.12.05","[none]","2540285","53535","1150","7359","https://i.ytimg.com/vi/WMcXcYBslmI/default.jpg","False","False","なかなか外に出られない日々が続いているので、僕は毎食自炊をしています。あまり何度も何度も買い物にいくのも億劫なので、｢これを作りたいからこれを買おう｣ではなく｢わからんけど買っておくか、作るときに考えよう｣というズボラ主婦スタイルを採用しているんですね。しかし、さすがにその買い方だと冷蔵庫の中になにかが余ります。小松菜とか果物が余りがちですね。｢けっこう前に買ったけど大丈夫かなぁ｣と思いながら、今朝まとめて食べました(量が多かったので昼ごはんもそれでした)。案の定お腹が痛いです。今体調を崩すのはなにかとややこしいです。｢腐ったバナナを食べちまいましてね｣で病院へ行くのはお間抜けすぎます。正露丸先生に頼って少しマシになりましたが、まだちょっと不穏な感じです。しかし…まだ冷蔵庫にはホッケの干した奴が…よく焼けば大丈夫なはず…(フラグ)(編集：虫眼鏡)どうも、東海オンエアです。ぜひチャンネル登録お願いします！サブチャンネル【東海オンエアの控え室】もぜひチャンネル登録してね！！！https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2Aグッズ購入はこちらから！！https://goo.gl/YtauZW有料メンバーシップの登録はこちらから！https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQ/joinお仕事の依頼はこちらからhttps://www.uuum.co.jp/inquiry_promotionファンレターはこちらへ〒107-6228東京都港区赤坂9-7-1ミッドタウン・タワー 28階UUUM株式会社 東海オンエア宛【Twitterアカウント】てつや→https://twitter.com/TO_TETSUYAとしみつ→https://twitter.com/TO_TOSHIMITSUしばゆー→https://twitter.com/TOKAI_ONAIRりょう→https://twitter.com/TO_RYOOゆめまる→https://twitter.com/TO_yumemarucas虫眼鏡→https://twitter.com/TO_ZAWAKUN"
"gbYa5YltioU","クエストクリアした瞬間他人になる自由度が高いゲームのNPCのモノマネ","2020-05-07T11:01:18.000Z","UCpZnHxjKCAOm-FKPrYYi-LA","ブライアンチャンネル",Entertainment,"20.12.05","おもしろ|ゲーム|あるある|物真似|NPC|スカイリム","1863155","94225","650","7747","https://i.ytimg.com/vi/gbYa5YltioU/default.jpg","False","False","自由度が高いゲームでみんなが経験するあるある"
"6221_682OYY","「to U  -PROTECT “to U” version- 」　Bank Band with Salyu","2020-05-08T02:55:18.000Z","UC9mUrOGZUpOJ_9r8sLOywBg","ap bank official",Music,"20.12.05","[none]","264788","13907","64","615","https://i.ytimg.com/vi/6221_682OYY/default.jpg","False","False","ap bankでは、昨今のマスクが不足している状況を鑑み、感染リスクの中でご尽力されている保健・福祉・行政・医療周辺・教育系施設の方々向けにマスクを寄付する「PROTECT “to U”(プロテクト トゥーユー)」プロジェクトを2020年5月8日に立ち上げました。合わせて、Bank Band with Salyu として「to U -PROTECT “to U” version- 」の映像を制作。新型コロナウイルスと向き合う医療従事者の方々や、今の状況に不安な思いを抱えている全ての人たちに向けて、未来への希望を込めてリモートセッションによって撮影されました。全国的に外出自粛が延長され、公演の中止や延期が続いている昨今ですが、それぞれの場所からでも繋がっている同じ気持ちを共有して頂き、少しでも皆さまの力になることを心から願っています。▼プロジェクト詳細はこちらから　「PROTECT “to U”」オフィシャルサイトhttp://rita.apbank.jp＊　　＊　「to U  -PROTECT “to U” version- 」Bank Band with Salyu作詞：櫻井和寿作曲：小林武史編曲：Bank Band小林武史(Keyboards) 櫻井和寿(Vocal, Chorus) / 小倉博和(Guitar) / 亀田誠治(Bass) / 河村“カースケ”智康(Drums) /山本拓夫(Sax) /四家卯大(Cello) / 沖祥子(Violin) / Salyu(Vocal, Chorus)  ▶ MUSIC VIDEO STAFFDirector : 袴田晃司（bloomotion）Editor : 佐藤悦子（bloomotion）Production : bloomotion＊　　＊「to U」作詞：櫻井和寿作曲：小林武史池の水が鏡みたいに空の蒼の色を真似てる公園に住む水鳥がそれに命を与える光と影と表と裏矛盾も無く寄り添ってるよ私達がこんな風であれたら...愛　愛　本当の意味は分からないけど誰かを通して　何かを通して　想いは繋がっていくのでしょう遠くにいるあなたに　今言えるのはそれだけ悲しい昨日が　涙の向こうで　いつか微笑みに変わったら人を好きに　もっと好きになれるから頑張らなくてもいいよ瓦礫の街のきれいな花　健気に咲くその一輪を「枯らす事なく育てていける」と誰が言い切れる？それでもこの小さな祈りを　空に向けて放ってみようよ風船のように　色とりどりの祈り愛　愛　それは強くて　だけど脆くてまた争いが　自然の猛威が　安らげる場所を奪って眠れずにいるあなたに　言葉などただ虚しく沈んだ希望が　崩れた夢が　いつの日か過去に変わったら今を好きに　もっと好きになれるからあわてなくてもいいよ愛　愛　本当の意味は分からない愛　愛　だけど強くて雨の匂いも　風の匂いも　あの頃とは違ってるけどこの胸に住むあなたは　今でも教えてくれる悲しい昨日が　涙の向こうで　いつか微笑みに変わったら人を好きに　もっと好きになれるから　頑張らなくてもいいよ今を好きに　もっと好きになれるから　あわてなくてもいいよ"
"zSWSoUFSMfA","ジュンくんとけけアイドル歌った！！あつ森】","2020-05-08T09:00:11.000Z","UCYVIzsdqU-j9Y_Mcq-WGeDQ","莉犬くんのサブちゃんねる！",Gaming,"20.12.05","莉犬|莉犬くん|りけんくん|すとぷり|あつ森|あつまれどうぶつの森|ジュン|けけアイドル","370133","36101","419","3379","https://i.ytimg.com/vi/zSWSoUFSMfA/default.jpg","False","False","耳元でそっと～～～～♪いい曲だなあ_(┐「ε:)_✨※動画内で歌っている歌詞は空耳歌詞です！！※公式様とは一切関係がありませんのでお気をつけください！！--------------🍓メインチャンネル!!🍓https://www.youtube.com/channel/UCpcGAVuBSJEFs48MBxhf9eg🍓サブチャンネル!!🍓https://www.youtube.com/channel/UCYVIzsdqU-j9Y_Mcq-WGeDQ✨🐶おすすめ🐶✨🍓【MV】ルマ／莉犬【オリジナル曲】https://youtu.be/Cudfi9AHkeU🍓【MV】よくできました◎／莉犬【オリジナル】https://youtu.be/umJ_Q-8vXDw🍓すとろべりぃぬまじっく／莉犬【オリジナル】https://youtu.be/F8LWchthMjg-------------🐶莉犬公式LINE!!http://nav.cx/8xG5PVA"
"Ym8-emKmya8","おむつ交換のタイミングを秒速で知らせてくれる柴犬がいるらしい","2020-05-08T09:30:06.000Z","UCQwug8A0MnUy5sILT1KMEIg","柴犬りんご郎 Shiba Inu Ringoro",Pets & Animals,"20.12.05","柴犬|りんご郎|赤ちゃん|shiba|shibainu|baby|おむつ","698940","4061","179","194","https://i.ytimg.com/vi/Ym8-emKmya8/default.jpg","False","False","以前ちょっとだけ編集して放置してた動画を見つけたのでついでにアップしておきます！（一部数ヶ月前の動画も混ざってます）今日はサブチャンネルにも動画アップしたのでよかったら見てみてくださいね〜♩--------------------------------柴犬のりんご郎　2018.1生娘　2019.3生--------------------------------チャンネル登録はこちらからhttps://www.youtube.com/channel/UCQwug8A0MnUy5sILT1KMEIgりんご郎一家のサブチャンネルはこちらからhttps://www.youtube.com/channel/UCfvcrmNMiysk0nMfecZzQUg--------------------------------無許可での動画の使用、無断転載は禁止です。発見次第、著作権侵害の報告させて頂きます。---------------------------------毎日更新のブログはこちらから↓https://shiba-inu-ringoro.com----------------------------------おすすめ動画1歳の柴犬と、一緒に育った0歳娘の成長記録【2019総集編】https://youtu.be/3lSoS8bcPDw手のひらサイズだった柴犬の子犬が、人間の赤ちゃんの子守犬になるまで【うちの子記念日ムービー】https://youtu.be/Bh0jLK9RFeo----------------------------------SNSTwitterhttps://twitter.com/ringoro119Instagramhttps://www.instagram.com/ringorogram/#りんご郎"
"NHRSW1Q33hs","【期間限定】ずっと真夜中でいいのに。『お風呂場ライブ 定期連絡の業務』(ZUTOMAYO - Bathroom Twin Piano Live)  2020.5.6","2020-05-06T11:00:11.000Z","UCv6P5nsS9rP4tDtFlqLU_QQ","ずっと真夜中でいいのに。",Music,"20.12.05","ずっと真夜中でいいのに|ずとまよ|ZUTOMAYO|ACAね|あかね|秒針を噛む|ヨルシカ|N-buna|YOASOBI|ピアノ|弾き語り|Official髭男dism|King Gnu","396715","33372","85","1987","https://i.ytimg.com/vi/NHRSW1Q33hs/default.jpg","False","False","5/8-5/14 期間限定公開中自宅浴室とて『お風呂場ライブ 定期連絡の業務』（Bathroom Twin Piano Live）ずっと真夜中でいいのに。  “ZUTOMAYO”Vocal: ACAねKeyboardsLeft : Jun☆MurayamaRight : Nao NishimuraIllust: Kawasemiずっと真夜中でいいのに。 'ZUTOMAYO'ACAねTwitter：https://twitter.com/zutomayoOfficial Twitter : https://twitter.com/zutomayo_staffHP：https://zutomayo.com新曲『お勉強しといてよ』5/14(木) MUSIC VIDEO公開します■商品情報3rd mini ALBUM「朗らかな皮膚とて不服」2020.08.05 RELEASEhttps://lnk.to/ZTMY_HHTH◉初回生産限定盤 [2CD] ¥3,300+税 / UPCH-29366◉通常盤[CD] ¥1,800+税 / UPCH-20552※全て新曲となる全６曲収録。【収録内容】◉初回生産限定盤DISC1)新曲6曲+ボーナストラック【サターン(Acoustic ver.)】1曲　DISC２)DISC1のオフボーカル（インスト）6曲※豪華魔導書パッケージ仕様※オリジナル漫画冊子封入◉通常盤新曲6曲+ボーナストラック(初回生産限定盤とは異なる楽曲）1曲■ライブ情報クリーニングライブ「定期連絡の業務」会場：幕張メッセ幕張イベントホール8月5日(水）OPEN 18:00 / START 19:00　　※5月5日（火・祝）の振替公演8月6日(木）OPEN 18:00 / START 19:00　　※5月6日（水・振休）の振替公演https://zutomayo.com/news/200407/#お風呂場ライブ #おうち時間 #StayHome #WithMe"
"kfEEtJ4-ZFQ","人間サイズの化け物を釣った！日本最大 川の主 4K supernabura","2020-05-08T08:19:19Z","UClsyAzaSv38U459FRHHlVHA","スーパーナブラ",Sports,"20.12.05","バス|ブラックバス|バス釣り|釣り|スーパーナブラ|マグロ|まぐろ|Fishing|bassfishing|ルアー|supernabura|バスフィッシング|怪魚|刺身|釣りガール|ジギング|エビング|ロッド|沖縄|うなぎ|川遊び|キャンプ","392062","0","0","557","https://i.ytimg.com/vi/kfEEtJ4-ZFQ/default.jpg","False","True","Fishing japanese monsterIntroducing monsters that live in rivers in Okinawa, Japan. A woman fishes a river fish of the same size as a human▼スーパーナブラ(自己紹介)旅チャンネルです✨冒険したような気分になる動画を作りたくて週２回ほど投稿させていただいておりますわたしはマグロハンターです詳しくは Instagram やインタビュー記事をご覧ください▷ Instagram → supernaburahttps://instagram.com/supernabura/▷ 釣りハックさんのインタビュー記事https://tsurihack.com/3366▷ YouTubeに３つのチャンネルがありますスーパーナブラhttps://www.youtube.com/channel/UClsy...メインチャンネルです旅した気分、体験した気分になってもらえるような冒険チャンネルですアイチャンネルhttps://www.youtube.com/channel/UC2W9...北海道旅中で奇跡のタイミングで保護した子猫の物語です現在はスーパーナブラチャンネルで投稿した動画をアイチャンネルに移動中ですマグロハンターhttps://www.youtube.com/channel/UC3mo...スーパーナブラチャンネルは映像にこだわるばかりに編集がとても遅いことマグロの季節になるとYouTubeを休止してしまうことから机の上でiphoneで撮ってすぐ投稿できる簡単編集専門チャンネルです▶︎ YouTube旅の道中の物語や旅先で見た美しい景色を素材にして旅した気分になってもらえるような編集を心掛けております▶︎ Instagram旅の目的や、旅先での結果をいち早く写真で投稿しておりますInstagramにも遊びに来てくださいね↓のリンクからジャンプできます✨Instagram → supernaburahttps://instagram.com/supernabura/▼ライセンスライセンス2716317 ▼コンタクト企業案件、商品レビューのご依頼は全てお断りしてます著作権法に則り映像、写真、音楽等を使用しておりますがもし問題がございましたら以下アドレスにお知らせくださいYouTubeチャンネル スーパーナブラへのご用件もsupernabura@gmail.com宛てにご連絡くださいませ※個人的な感想やご意見はコメント欄にお願いします▼スーパーナブラの再生リストぶらりグルメ旅 女と酒場シリーズhttps://www.youtube.com/watch?v=jvd6c...温泉ひとり旅シリーズhttps://www.youtube.com/watch?v=-JfzD...北海道冒険シリーズhttps://www.youtube.com/watch?v=mPE_L...登山・キャンプシリーズhttps://www.youtube.com/watch?v=XXz9X...マグロハンターシリーズhttps://www.youtube.com/watch?v=lzxro...車中泊シリーズ(2018年)https://www.youtube.com/watch?v=xBcSY...車中泊シリーズ(2019年)https://www.youtube.com/watch?v=Ljp27...#釣り#釣りガール#沖縄"
"J2HIHOxbvs8","第43話｜機動戦士ガンダム【ガンチャン】","2020-05-08T12:00:10Z","UC7wu64jFsV02bbu6UHUd7JA","ガンダムチャンネル",Film & Animation,"20.12.05","ガンダム|ガンチャン|40周年|ビルド|アニメ|機動戦士ガンダム|富野由悠季|池田鴻|古谷徹|池田秀一","375823","5146","112","1541","https://i.ytimg.com/vi/J2HIHOxbvs8/default.jpg","False","False","★★★チャンネル登録でガンチャン更新情報を最速ゲット！★★★【作品】機動戦士ガンダム【あらすじ】宇宙世紀0079。人類が、増えすぎた人口を宇宙に移民させるようになって、すでに半世紀。地球から最も遠い宇宙都市サイド3は、ジオン公国を名乗り地球連邦政府に独立戦争を挑んできた。1ヶ月余りの戦いでジオン公国と連邦軍は、総人口の半分を死に至らしめ、連邦軍劣勢のまま戦争は膠着状態に陥る。サイド7の少年アムロ・レイは、ジオン軍の奇襲をきっかけに偶然、連邦軍の新型モビルスーツ・ガンダムに乗り込み、パイロットとなる。戦火を生き残るため、戦艦ホワイトベースで少年少女たちとともに軍人としての戦いを強いられていくうちに、やがて“ニュータイプ”として覚醒していく。【メインスタッフ】原作 : 矢立肇、富野喜幸／総監督 : 富野喜幸／アニメーション・ディレクター : 安彦良和／キャラデザイン : 安彦良和／メカデザイン : 大河原邦男／脚本 : 星山博之、松崎健一、荒木芳久、 山本優／音楽 : 渡辺岳夫、 松山祐士#ガンチャン　#ガンダム　#機動戦士ガンダム★★★ガンダムの最新情報は公式ポータルサイト「ガンダムインフォ」をチェック！★★★▼ガンダム公式ポータルサイト「ガンダムインフォ」http://www.gundam.info▼ガンダムインフォ公式Twitterhttp://twitter.com/gundam_info▼機動戦士ガンダム40周年プロジェクトhttp://gundam40th.net▼機動戦士ガンダム40周年プロジェクト公式Twitterhttps://twitter.com/gundam40th▼サンライズ公式サイトhttp://www.sunrise-inc.co.jp▼サンライズ公式Twitterhttps://twitter.com/SUNRISE_web(C)創通・サンライズ"
"RBa4qtW6qsc","仮面ライダーフォーゼ　第46話[公式]","2020-05-09T00:30:11Z","UCEbPgdUbZgme40WpYmR0ocA","東映特撮YouTube Official",Film & Animation,"20.12.05","東映特撮YouTubeOfficial|特撮|ヒーロー|平成仮面ライダー|仮面ライダーフォーゼ|如月弦太朗|福士蒼汰|歌星賢吾|高橋龍輝|城島ユウキ|清水富美加|朔田流星|吉沢亮|風城美羽|坂田梨香子|大文字隼|冨森ジャスティン|野座間友子|志保|JK|土屋シオン|大杉忠太|田中卓志|我望光明|鶴見辰吾","334808","2977","67","1117","https://i.ytimg.com/vi/RBa4qtW6qsc/default.jpg","False","False","仮面ライダーフォーゼ　第46話「孤・高・射・手」サジタリウスは、フォーゼたちに言う。１２個の使徒スイッチが揃った時、ワープゲートであるダークネビュラが誕生する。そこから、人類の進化の頂点に立つゾディアーツは、プレゼンターがいる宇宙の深淵へ行くのだ。そのせいで地上にどんな被害が起きようとも構わない。戦慄する一同。だが、最後の使徒ピスケスである蘭は、サジタリウスに言い放った。自分は弦太朗たちと一緒に戦う、と。蘭が持つピスケス・スイッチを見て、何か思うサジタリウス。裏切者・速水の処刑も含め、また今度にすると言い残し、レオと共に去った。一方、倒れた賢吾は夢を見ていた。それはスイッチの夢で―――公式スマートフォンアプリ東映特撮ファンクラブ（TTFC）なら、「仮面ライダーフォーゼ」全話を会員見放題で配信中！http://tokusatsu-fc.jp/※ご視聴には1ヵ月960円（税込）の会員登録が必要です。詳しくは上記URLをご覧ください。#平成仮面ライダー #東映特撮 #福士蒼汰 #吉沢亮 #石ノ森章太郎"
"cRWCEG-zJd4","【漫画】夢を叶えるために貯金大好き夫が尋常ではないほどのドケチっぷりを発揮した結果…","2020-05-09T10:00:20Z","UCSSkv6tmPpi8d1IrWegypsA","モナ・リザの戯言",Film & Animation,"20.12.05","漫画|マンガ|漫画動画|マンガ動画|アニメ|声優|モナリザ|スカッと|ソラちゃん","803008","11540","236","1683","https://i.ytimg.com/vi/cRWCEG-zJd4/default.jpg","False","False","今回の漫画の主人公は旦那テツと大恋愛の末に結婚したソラ。結婚前はやさしかったテツだが、結婚後ドケチモラハラ夫へと大変身。事あるごとにテツから命令される節約ドケチ指示にソラは辟易、さらには娘のクルミにまで影響をしてくることに憤りを覚えていた。ある日、テツは嬉しそうにソラたちに「節約の結果、2000万円が溜まった」と通帳を見せ報告。夢のマイホームでも買うのかしらと心躍らせるソラだったが、テツは「リタイアして田舎に移住すると」言い出すのだった…『モナ・リザの戯言』ではスカッと爽快な漫画をたくさん投稿していきますので、是非チャンネル登録をお願いします！http://www.youtube.com/channel/UCSSkv6tmPpi8d1IrWegypsA?sub_confirmation=1皆様からのコメントもたくさんお待ちしております！是非ともチャンネル登録と高評価もお願いします！Twitterでも更新情報やイラストを掲載しているので是非フォローお願いします！https://twitter.com/monalisatalk次回の漫画もお楽しみに！モナ・リザより今回の漫画動画にご協力頂いたクリエーターの皆様作画　iwac / saya / アヒャノ / なぁちゃん / ユズコ / 飴鷹ざらめ / 井黒駿 / 今絵のぼる / 松田 / 白井 / 北声優　有村編集　preTTy_cut_ABGM　Batch / こんとどぅふぇ HiLi / 甘茶の音楽工房OP, ED　Ayamumin / Batch監督　モナ・リザ（ @monalisatalk ）『モナ・リザの戯言』では、動画制作にご協力頂けるイラストレーター・漫画家・絵師様を常時募集しております！また、漫画動画のネタとなるおもしろスカッと体験談も募集しております！ご興味ある方は、過去作品やマンガ動画の制作実績、希望単価を明記の上、モナ・リザTwitterのDMまでご連絡下さい。"
"u_Rs5rcFNiM","キムさん、垢抜けたくないっすか？","2020-05-08T10:39:29Z","UCYeEDmOpvEtnKM6KSSqC4UA","株式会社ほえい",Entertainment,"20.12.05","[none]","371360","7092","182","681","https://i.ytimg.com/vi/u_Rs5rcFNiM/default.jpg","False","False","みなさんほえーーー！株式会社ほえいです。はなお、でんがん、キム、その他積分サークルのメンバーで構成された業界初、シロタ株という乳酸菌を株式とし、手軽に全国の皆様にお買い求めいただけるシステムを実現しました。中身はあまりヨーグルトとは関係ない動画が多いですが、ヨーグルトのように濃厚で舌にまとわりつく様なしっとりとした緩い動画を不定期便でお届けします。※この動画は撮りだめていた過去素材を使用しています。編集：ノラほえいメンバーはなお https://twitter.com/hanao87_0でんがん https://twitter.com/dengan875キム https://twitter.com/kimu_hyojunのえりん  https://twitter.com/noerin_0803すん　　https://twitter.com/sun_sekibunわが　https://twitter.com/waga_integralまこ　 https://twitter.com/mako77_77みささん(マネージャー) https://twitter.com/misamisa_1029_"
"KCqdfQa_V5Y","きょんの家に勝手に1000円自販機設置したらキレられた…【ドッキリ】Set a vending machine during Kyon's sleeping!!【PRANK】","2020-05-08T11:09:18Z","UCFKSFhVMtIu7akVuxPtXtQw","きょんくま",Entertainment,"20.12.05","きょんくま|面白い|ダンス|dance|動画|ビデオ|さのす|無料|チンチラ|ハムスター|YouTube|ユーチューブ|お隣のきょんくま|ハリネズミ|タヌちゃん|２４時間生活|踊ってみた|ダンサーが踊る|YouTuber|２倍速|１万円企画|バク転","587196","8938","530","1012","https://i.ytimg.com/vi/KCqdfQa_V5Y/default.jpg","False","False","きょんのTwitter個人垢↓↓↓↓https://mobile.twitter.com/kyonchandayo_くまのTwitter個人垢↓↓↓↓https://mobile.twitter.com/kuma_chandesuえいじhttps://twitter.com/eiji_egachan田尻https://twitter.com/yuta_tajiri1120⭐twitter （きょんくま）  ↓↓↓↓https://twitter.com/kyonkuma_mainサブチャンネルhttps://www.youtube.com/channel/UCVKQO4lPAI6QV5iAukIRKXwきょんくま メインチャンネルhttps://www.youtube.com/channel/UCFKSFhVMtIu7akVuxPtXtQwペットチャンネルhttps://www.youtube.com/channel/UCNmjwhgOA8QM9-gqypc1S_w⭐️翻訳の協力お願いします！https://www.youtube.com/timedtext_cs_panel?c=UCFKSFhVMtIu7akVuxPtXtQw&tab=2⭐お仕事の依頼はUUUMにお問い合わせください⭐ファンレター宛先  ↓↓↓↓↓〒107-6228東京都港区赤坂9-7-1ミッドタウン・タワー 28階UUUM株式会社 きょんくま宛"
"IDI1K9WY7s4","【ガチギレ】UberEatsでハプニング！？&抜き打ち私服チェックでブランド好き発覚！【7ORDER】","2020-05-08T10:00:12Z","UCHs0XM04nZ8zKZFxMIMajVA","7ORDER project",Entertainment,"20.12.05","7ORDER|johnny’s|johnny’s Jr.|ジャニーズJr.|セブンオーダー|UCHs0XM04nZ8zKZFxMIMajVA|SixTONES|ストーンズ|Snow Man|スノーマン|Travis Japan|トラビスジャパン|UberEats|ファッションチェック|私服","217099","9078","67","527","https://i.ytimg.com/vi/IDI1K9WY7s4/default.jpg","False","False","【ガチギレ】UberEatsでハプニング！？&抜き打ち私服チェックでブランド好き発覚！【7ORDER】お腹がすいたからUberEatsで昼メシ注文したら、安井がブチキレ！？いきなりのファッションチェックで7order私服公開！まさかのブランド好きがバレた！？#7ORDER#SevenOrder#UberEats+++★7ORDER OFFICIAL SITEhttps://7order.jp★Sabãoflower DIGITAL SITEhttps://7order.jp/release/sabaoflower/★7ORDER project MOBILEとは...MOVIEやGALLERY､チケット先行などの会員限定コンテンツがスマートフォンでお楽しみいただけます。詳しくはこちら → https://7order.jp/mobile/index.htmlーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー新型コロナウィルスに感染拡大による行政からの外出自粛要請を受け、7ORDER新作公演「GIRL」を開催中止とさせていただきます。楽しみにしていただいている皆さまにご迷惑をお掛けいたしますこと、心よりお詫び申し上げます。このような心苦しいお知らせとなってしまいましたが、ご理解いただけますと幸いでございます。公演が開催できない今だからこそ楽しんでいただけるようなエンタテインメントを創り出すべく様々な準備を進めていきます。また、公演が再開した際にはこの辛い時間の想いを力に変えて、ファンの皆様と絆がより深まることを願っております。引き続き、感染拡大防止へのご協力よろしくお願いいたします。最後に、現在感染されている方々の一日も早い回復と、皆様の安全を心からお祈り申し上げます。ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー"
